ID,Recept_ID,Élelmiszerek,Élelmiszer ID,Mennyiség,Mértékegység,Tipus,Kötés
2045,300,Almaecet,8,1.5,evőkanál,ÍZESÍTŐ,NULL
2046,303,Csirkemell filé,42,150,g,FŐ_MAKRO,R303-A
2047,303,Vöröshagyma,199,1,db,ÍZESÍTŐ,NULL
2048,303,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2049,303,Paprika,137,30,g,KIEGÉSZÍTŐ,NULL
2050,303,Paradicsom,139,30,g,KIEGÉSZÍTŐ,NULL
2051,303,Zöldbab,62,60,g,KIEGÉSZÍTŐ,NULL
2052,303,Kókusztejszín,270,50,g,FŐ_MAKRO,R303-A
2053,303,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
2054,304,Tempeh,181,100,g,FŐ_MAKRO,NULL
2055,304,Kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2056,304,Savanyú káposzta,161,50,g,KIEGÉSZÍTŐ,NULL
2057,304,Mustár,128,1,teáskanál,ÍZESÍTŐ,NULL
2058,304,Savanyú uborka,273,25,g,KIEGÉSZÍTŐ,NULL
2059,305,Tenger gyümölcsei keverék,253,150,g,FŐ_MAKRO,R305-A
2060,305,Teljes kiőrlésű tészta,182,50,g,FŐ_MAKRO,NULL
2061,305,Paradicsom,139,50,g,KÖTÖTT,R305-A
2062,305,Light kókusztejszín,270,50,g,FŐ_MAKRO,R305-A
2063,306,Csirkemellfilé,42,170,g,FŐ_MAKRO,NULL
2064,306,Burgonya,216,200,g,FŐ_MAKRO,NULL
2065,306,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
2066,306,Cukormentes ketchup,35,20,g,KIEGÉSZÍTŐ,NULL
2067,306,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2068,307,Quinoa,148,50,g,FŐ_MAKRO,NULL
2069,307,Nori lap,131,2,db,KIEGÉSZÍTŐ,NULL
2070,307,Tofu (kemény),255,150,g,FŐ_MAKRO,R307-A
2071,307,Kígyóuborka,98,100,g,KIEGÉSZÍTŐ,NULL
2072,307,Light szójaszósz,236,1,evőkanál,KÖTÖTT,R307-A
2073,307,Rizsbor ecet,243,1,teáskanál,KÖTÖTT,R307-A
2074,307,Gyömbér (friss),79,0.5,teáskanál,ÍZESÍTŐ,NULL
2075,307,Szezámolaj,175,0.5,teáskanál,FŐ_MAKRO,R307-A
2076,307,Kókuszolaj,103,0.5,teáskanál,FŐ_MAKRO,NULL
2068,308,Csirkemellfilé,42,150,g,FŐ_MAKRO,NULL
2069,308,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
2070,308,Teljes kiőrlésű tészta,182,50,g,FŐ_MAKRO,NULL
2071,308,Bébispenót,20,30,g,KIEGÉSZÍTŐ,NULL
2072,308,Paradicsom,139,80,g,KIEGÉSZÍTŐ,NULL
2073,308,Vöröshagyma,199,0.5,db,KIEGÉSZÍTŐ,NULL
2074,308,Zöld pesto,266,15,g,FŐ_MAKRO,R308-A
2075,308,Vegán tejföl,180,50,g,FŐ_MAKRO,R308-A
2076,308,Balzsamecet,16,10,ml,ÍZESÍTŐ,NULL
2086,309,Gyorsfőzésű barna rizs,151,50,g,FŐ_MAKRO,NULL
2087,309,Főtt csirkemell,42,90,g,FŐ_MAKRO,NULL
2088,309,Fekete bab (konzerv),64,50,g,FŐ_MAKRO,NULL
2089,309,Paprika,137,50,g,KIEGÉSZÍTŐ,NULL
2090,309,Koktélparadicsom,104,50,g,KIEGÉSZÍTŐ,NULL
2091,309,Lilahagyma,115,20,g,KIEGÉSZÍTŐ,NULL
2092,309,Olívaolaj,132,1,evőkanál,FŐ_MAKRO,NULL
2093,309,Lime lé,116,1,evőkanál,ÍZESÍTŐ,NULL
2094,310,Csirkemellfilé,42,150,g,FŐ_MAKRO,R310-A
2095,310,Brokkoli,21,100,g,KIEGÉSZÍTŐ,NULL
2096,310,Cukormentes kókusztej,102,100,ml,FŐ_MAKRO,R310-A
2097,310,Thai currypaszta,254,1,teáskanál,ÍZESÍTŐ,NULL
2098,310,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
2099,310,Basmati rizs,18,30,g,FŐ_MAKRO,NULL
2100,311,Teljes kiőrlésű kenyér,106,30,g,FŐ_MAKRO,NULL
2101,311,Tojás,183,1,db,FŐ_MAKRO,NULL
2102,311,Humusz,83,15,g,FŐ_MAKRO,NULL
2103,311,Kókuszjoghurt,100,50,g,FŐ_MAKRO,NULL
2104,311,Sonka,166,50,g,FŐ_MAKRO,NULL
2105,312,"Tofu (light, kemény)",255,180,g,FŐ_MAKRO,NULL
2106,312,Sörélesztőpehely,167,1.5,ek,ÍZESÍTŐ,NULL
2107,312,Kurkuma,110,0.5,tk,ÍZESÍTŐ,NULL
2108,312,Füstölt paprika,72,0.5,tk,ÍZESÍTŐ,NULL
2109,312,Fekete só (kala namak),227,1,tk,ÍZESÍTŐ,NULL
2110,313,Tofu (kemény),255,200,g,FŐ_MAKRO,NULL
2111,313,Édesburgonya,53,150,g,FŐ_MAKRO,NULL
2112,313,Cukkini,44,100,g,KIEGÉSZÍTŐ,NULL
2113,313,Kaliforniai paprika,89,1,db (130g),KIEGÉSZÍTŐ,NULL
2114,314,Tojás,183,3,db,FŐ_MAKRO,R314-A
2115,314,Kókuszjoghurt,100,50,g,FŐ_MAKRO,R314-A
2116,314,Vegán majonéz,235,15,g,FŐ_MAKRO,R314-A
2117,314,Cukormentes mustár,37,15,g,ÍZESÍTŐ,NULL
2118,314,Vöröshagyma,199,40,g,KIEGÉSZÍTŐ,NULL
2119,315,Zabliszt,203,20,g,FŐ_MAKRO,R315-A
2120,315,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2121,315,Víz,197,270,ml,KÖTÖTT,R315-A
2122,315,Tojás,183,2,db,FŐ_MAKRO,R315-A
2123,315,Kókuszzsír,103,0.5,tk,FŐ_MAKRO,NULL
2124,315,Babérlevél,15,1,db,ÍZESÍTŐ,NULL
2125,316,Tojás,183,1,db,FŐ_MAKRO,NULL
2126,316,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2127,316,Passzírozott paradicsom,140,30,g,KIEGÉSZÍTŐ,NULL
2128,316,Vegán sajt,261,10,g,FŐ_MAKRO,NULL
2129,316,Gomba,77,5,g,ÍZESÍTŐ,NULL
2130,317,Tojás,183,1,db,FŐ_MAKRO,NULL
2131,317,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2132,317,Paradicsom,139,50,g,KIEGÉSZÍTŐ,NULL
2133,317,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,NULL
2134,317,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
2135,318,Tojás,183,2,db,FŐ_MAKRO,NULL
2136,318,Quinoa,148,40,g,FŐ_MAKRO,NULL
2137,318,Spenót (friss),169,50,g,KIEGÉSZÍTŐ,NULL
2138,318,Kókuszzolaj,103,1,teáskanál,FŐ_MAKRO,NULL
2139,318,Lenmag,233,1,teáskanál,FŐ_MAKRO,NULL
2140,319,Tojás,183,2,db,FŐ_MAKRO,NULL
2141,319,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2142,319,Salátalevél,159,1,db (nagy),KIEGÉSZÍTŐ,NULL
2143,319,Uborka,98,30,g,KIEGÉSZÍTŐ,NULL
2144,319,Paprika,137,20,g,KIEGÉSZÍTŐ,NULL
2145,319,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
2146,320,Tojás (keményre főtt),183,2,db,FŐ_MAKRO,NULL
2147,320,Vegyes zöldsaláta,159,100,g,KIEGÉSZÍTŐ,NULL
2148,320,Kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2149,320,Uborka,98,50,g,KIEGÉSZÍTŐ,NULL
2150,320,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,NULL
2151,320,Citromlé,31,1,teáskanál,ÍZESÍTŐ,NULL
2152,321,Tojás,183,3,db,FŐ_MAKRO,NULL
2153,321,Kókuszzsír,103,1,tk,FŐ_MAKRO,NULL
2154,321,Vöröshagyma,199,20,g,KIEGÉSZÍTŐ,NULL
2155,321,Paprika,137,30,g,KIEGÉSZÍTŐ,NULL
2156,321,Paradicsom,139,20,g,KIEGÉSZÍTŐ,NULL
2157,322,Gyorsfőzésű barna rizs,151,40,g,FŐ_MAKRO,R322-A
2158,322,Nori lap,131,1,db,ÍZESÍTŐ,NULL
2159,322,Tonhalfilé (sushi minőségű),256,90,g,FŐ_MAKRO,R322-A
2160,322,Ananász (friss),9,50,g,KIEGÉSZÍTŐ,NULL
2161,322,Chili paprika,27,0.5,db,ÍZESÍTŐ,NULL
2162,323,Quinoa,148,50,g,FŐ_MAKRO,R323-A
2163,323,Nori lap,131,2,db,ÍZESÍTŐ,NULL
2164,323,Tonhal (sós lében),185,80,g,FŐ_MAKRO,R323-A
2165,323,Avokádó,13,35,g,FŐ_MAKRO,R323-A
2166,323,Kígyóuborka,98,30,g,KIEGÉSZÍTŐ,NULL
2167,324,Basmati rizs,18,40,g,FŐ_MAKRO,R324-A
2168,324,Tonhalfilé (sushi minőségű),256,90,g,FŐ_MAKRO,R324-A
2169,324,Avokádó,13,35,g,FŐ_MAKRO,R324-A
2170,324,Sárgarépa,160,20,g,KIEGÉSZÍTŐ,NULL
2171,324,Nori lap,131,2,db,ÍZESÍTŐ,NULL
2172,325,Gyorsfőzésű barna rizs,151,40,g,FŐ_MAKRO,R325-A
2173,325,Nori lap,131,1,db,ÍZESÍTŐ,NULL
2174,325,Tonhalfilé (sushi minőségű),256,90,g,FŐ_MAKRO,R325-A
2175,325,Sárgarépa,160,35,g,KIEGÉSZÍTŐ,NULL
2176,325,Jalapeno paprika,85,10,g,ÍZESÍTŐ,NULL
2177,326,Gyorsfőzésű barna rizs,151,50,g,FŐ_MAKRO,R326-A
2178,326,Nori lap,131,2,db,ÍZESÍTŐ,NULL
2179,326,Tonhalfilé (sushi minőségű),256,90,g,FŐ_MAKRO,R326-A
2180,326,Kígyóuborka,98,50,g,KIEGÉSZÍTŐ,NULL
2181,327,Gyorsfőzésű barna rizs,151,40,g,FŐ_MAKRO,NULL
2182,327,Tonhal (sós lében),185,80,g,FŐ_MAKRO,NULL
2183,327,Kelkáposzta,95,100,g,KIEGÉSZÍTŐ,NULL
2184,327,Vöröshagyma,199,0.5,db,ÍZESÍTŐ,NULL
2185,327,Olívaolaj,132,5,g,FŐ_MAKRO,NULL
2186,327,Almaecet,8,1,evőkanál,ÍZESÍTŐ,NULL
2187,327,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2188,328,Quinoa,148,50,g,FŐ_MAKRO,NULL
2189,328,Tonhal (olajban),185,120,g,FŐ_MAKRO,NULL
2190,328,Koktélparadicsom,104,150,g,KIEGÉSZÍTŐ,NULL
2191,328,Kígyóuborka,98,100,g,KIEGÉSZÍTŐ,NULL
2192,328,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,NULL
2193,328,Citromlé,31,1,evőkanál,ÍZESÍTŐ,NULL
2194,329,Quinoa,148,50,g,FŐ_MAKRO,NULL
2195,329,Tonhal (sós lében),185,80,g,FŐ_MAKRO,NULL
2196,329,Fagyasztott zöldbab,62,150,g,KIEGÉSZÍTŐ,NULL
2197,329,Lilahagyma,115,20,g,ÍZESÍTŐ,NULL
2198,329,Olívaolaj,132,5,g,FŐ_MAKRO,NULL
2199,329,Almaecet,8,1,evőkanál,ÍZESÍTŐ,NULL
2200,329,Cukormentes dijoni mustár,37,1,teáskanál,ÍZESÍTŐ,NULL
2201,329,Kapor (friss),90,3,g,ÍZESÍTŐ,NULL
2202,330,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2203,330,Tonhal (sós lében),185,50,g,FŐ_MAKRO,NULL
2204,330,Kígyóuborka,98,20,g,KIEGÉSZÍTŐ,NULL
2205,330,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,NULL
2206,331,Avokádó,13,70,g,FŐ_MAKRO,NULL
2207,331,Tonhalkonzerv,185,90,g,FŐ_MAKRO,NULL
2208,331,Lilahagyma,115,30,g,ÍZESÍTŐ,NULL
2209,331,Citromlé,31,2,teáskanál,ÍZESÍTŐ,NULL
2210,331,Kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2211,332,Tonhal (konzerv),185,150,g,FŐ_MAKRO,NULL
2212,332,Basmati rizs,18,30,g,FŐ_MAKRO,NULL
2213,332,Kígyóuborka,98,1,db,KIEGÉSZÍTŐ,NULL
2214,332,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,NULL
2215,333,Tonhal (konzerv),185,100,g,FŐ_MAKRO,NULL
2216,333,Quinoa,148,40,g,FŐ_MAKRO,NULL
2217,333,Paradicsom,139,1,db,KIEGÉSZÍTŐ,NULL
2218,333,Olívaolaj,132,1,evőkanál,FŐ_MAKRO,NULL
2219,334,Teljes kiőrlésű tészta,182,40,g,FŐ_MAKRO,NULL
2220,334,Vöröshagyma,199,1,db,ÍZESÍTŐ,NULL
2221,334,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2222,334,Tonhal konzerv,185,100,g,FŐ_MAKRO,NULL
2223,334,Light kókusztej,102,100,g,FŐ_MAKRO,NULL
2224,335,Teljes kiőrlésű tortilla lap,187,1,db,FŐ_MAKRO,NULL
2225,335,Tonhalkonzerv,185,80,g,FŐ_MAKRO,NULL
2226,335,Madársaláta,117,1,marék,KIEGÉSZÍTŐ,NULL
2227,335,Lilahagyma,115,0.5,db,KIEGÉSZÍTŐ,NULL
2228,335,Kígyóuborka,98,150,g,KIEGÉSZÍTŐ,NULL
2229,335,Csemegeuborka,33,30,g,KIEGÉSZÍTŐ,NULL
2230,335,Cukormentes majonéz,36,15,g,FŐ_MAKRO,NULL
2231,335,Cukormentes mustár,37,1,tk,ÍZESÍTŐ,NULL
2232,336,Teljes kiőrlésű wrap,187,1,db,FŐ_MAKRO,NULL
2233,336,Tonhal konzerv,185,80,g,FŐ_MAKRO,NULL
2234,336,Csicseriborsó konzerv,40,50,g,FŐ_MAKRO,NULL
2235,336,Fehérbab konzerv,224,50,g,FŐ_MAKRO,NULL
2236,336,Kukorica konzerv,108,50,g,FŐ_MAKRO,NULL
2237,336,Vegyes salátalevél,159,1,marék,KIEGÉSZÍTŐ,NULL
2238,337,Tonhalkonzerv (sós lében),185,150,g,FŐ_MAKRO,NULL
2239,337,Tojás,183,2,db,FŐ_MAKRO,NULL
2240,337,Vegyes zöldsaláta,159,100,g,KIEGÉSZÍTŐ,NULL
2241,337,Koktélparadicsom,104,50,g,KIEGÉSZÍTŐ,NULL
2242,337,Uborka,98,30,g,KIEGÉSZÍTŐ,NULL
2243,338,Tonhal konzerv (sós lében),185,55,g,FŐ_MAKRO,R338-A
2244,338,Vegán vaj,192,10,g,FŐ_MAKRO,R338-A
2245,338,Cukormentes mustár,37,1,tk,ÍZESÍTŐ,NULL
2246,339,Tonhal konzerv (sós lében),185,80,g,FŐ_MAKRO,NULL
2247,339,Kukorica (konzerv),108,50,g,FŐ_MAKRO,NULL
2248,339,Kígyóuborka,98,100,g,KIEGÉSZÍTŐ,NULL
2249,339,Paradicsom,139,100,g,KIEGÉSZÍTŐ,NULL
2250,339,Vörösbab (konzerv),198,50,g,FŐ_MAKRO,NULL
2251,339,Vegyes salátalevél,159,1,marék,KIEGÉSZÍTŐ,NULL
2252,340,Sertéskaraj,163,150,g,FŐ_MAKRO,NULL
2253,340,Savanyúkáposzta,161,250,g,KIEGÉSZÍTŐ,NULL
2254,340,Kókuszolaj,103,1,ek,FŐ_MAKRO,NULL
2255,340,Babérlevél,15,1,db,ÍZESÍTŐ,NULL
2256,341,Teljes kiőrlésű tortilla lap,187,1,db,FŐ_MAKRO,NULL
2257,341,Cukormentes ketchup,35,20,g,ÍZESÍTŐ,NULL
2258,341,Vöröshagyma,199,0.5,db,KIEGÉSZÍTŐ,NULL
2259,341,Sonka,166,70,g,FŐ_MAKRO,NULL
2260,341,Vegyes zöldség,210,100,g,KIEGÉSZÍTŐ,NULL
2261,341,Oregánó,134,0.5,tk,ÍZESÍTŐ,NULL
2262,342,Darált csirkemell,47,150,g,FŐ_MAKRO,R342-A
2263,342,Burgonya,216,150,g,FŐ_MAKRO,R342-A
2264,342,Sárgarépa,160,100,g,KIEGÉSZÍTŐ,NULL
2265,342,Tojás,183,1,db,KÖTÖTT,R342-A
2266,342,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2267,342,Olaj,132,5,g,FŐ_MAKRO,R342-A
2268,343,Tőkehalfilé,6,200,g,FŐ_MAKRO,NULL
2269,343,Gyorsfőzésű barna rizs,151,50,g,FŐ_MAKRO,NULL
2270,343,Fagyasztott zöldbab,62,200,g,KIEGÉSZÍTŐ,NULL
2271,343,Szezámolaj,175,5,g,FŐ_MAKRO,NULL
2272,343,Szezámmag,174,3,g,ÍZESÍTŐ,NULL
2273,343,Light szójaszósz,236,1,evőkanál,ÍZESÍTŐ,NULL
2274,344,Banán,17,40,g,FŐ_MAKRO,R344-A
2275,344,Sárgarépa,160,40,g,KIEGÉSZÍTŐ,NULL
2276,344,Mogyoróvaj,127,10,g,FŐ_MAKRO,R344-A
2277,344,Chia mag,26,7.5,g,KÖTÖTT,R344-A
2278,344,Kókuszreszelék,104,25,g,KIEGÉSZÍTŐ,NULL
2279,344,Vegán fehérjepor,196,10,g,FŐ_MAKRO,R344-A
2280,345,Tojás,183,2,db,FŐ_MAKRO,NULL
2281,345,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2282,345,Aszalt paradicsom,11,10,g,KIEGÉSZÍTŐ,NULL
2283,345,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
2284,346,Édesburgonya,53,180,g,FŐ_MAKRO,NULL
2285,346,Darált marha,46,150,g,FŐ_MAKRO,NULL
2286,346,Vöröshagyma,199,0.5,db,ÍZESÍTŐ,NULL
2287,346,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2288,346,Paradicsomszósz,241,40,g,KIEGÉSZÍTŐ,NULL
2289,347,Csiperkegombafej,77,2,db,KIEGÉSZÍTŐ,NULL
2290,347,Vöröshagyma,199,0.5,db,ÍZESÍTŐ,NULL
2291,347,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2292,347,Darált csirkemell,47,50,g,FŐ_MAKRO,NULL
2293,347,Paradicsompüré,140,100,g,KIEGÉSZÍTŐ,NULL
294,348,Padlizsán,136,1,db (200g),KIEGÉSZÍTŐ,NULL
2295,348,Darált pulykamell,47,150,g,FŐ_MAKRO,NULL
2296,348,Vöröshagyma,199,1,db (kicsi),ÍZESÍTŐ,NULL
2297,348,Paradicsompüré,140,30,g,KIEGÉSZÍTŐ,NULL
2298,348,Basmati rizs,18,20,g,FŐ_MAKRO,NULL
2299,348,Kókuszjoghurt,100,70,g,FŐ_MAKRO,NULL
2300,348,Menta,125,2,teáskanál,ÍZESÍTŐ,NULL
2301,349,Alma,7,1,db,FŐ_MAKRO,R349-A
2302,349,Dió,45,15,g,FŐ_MAKRO,R349-A
2303,349,Tojásfehérje,275,1,db,KÖTÖTT,R349-A
2304,350,Teljes kiőrlésű tészta,182,50,g,FŐ_MAKRO,R350-A
2305,350,Sovány sonka,166,80,g,FŐ_MAKRO,R350-A
2306,350,Juhtúró,87,70,g,FŐ_MAKRO,R350-A
2307,351,Csirkemellfilé,42,150,g,FŐ_MAKRO,NULL
2308,351,Vöröshagyma,199,0.5,db,ÍZESÍTŐ,NULL
2309,351,Sárgarépa,160,50,g,KIEGÉSZÍTŐ,NULL
2310,351,Petrezselyemgyökér,242,50,g,KIEGÉSZÍTŐ,NULL
2311,351,Zellergumó,171,30,g,KIEGÉSZÍTŐ,NULL
2312,351,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2313,351,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
2314,351,Cukormentes mustár,37,1,teáskanál,ÍZESÍTŐ,NULL
2315,351,Kókusztejszín,270,50,g,KÖTÖTT,NULL
2316,351,Teljes kiőrlésű tészta,182,40,g,FŐ_MAKRO,NULL
2317,352,Chia mag,26,15,g,KÖTÖTT,R352-A
2318,352,Mandulatej (cukormentes),274,200,ml,KÖTÖTT,R352-A
2319,352,Vaníliás növényi fehérjepor,196,30,g,FŐ_MAKRO,R352-A
2320,352,Pirított mandula,120,15,g,FŐ_MAKRO,NULL
2321,353,Szafi Reform rostkeverék,246,45,g,KÖTÖTT,R353-A
2322,353,Tojás,183,1,db,KÖTÖTT,R353-A
2323,353,Szódabikarbóna,176,0.5,teáskanál,ÍZESÍTŐ,NULL
2324,353,Kókusztejszín,270,20,ml,KÖTÖTT,R353-A
2325,353,Kókuszzsír,103,1,ek,FŐ_MAKRO,R353-A
2326,353,Víz,197,50,ml,KÖTÖTT,R353-A
2327,353,Növényi tej (töltelék),102,100,ml,KÖTÖTT,R353-A
2328,353,Vaníliás vegán fehérjepor (töltelék),196,15,g,FŐ_MAKRO,R353-A
2329,353,Zabliszt (töltelék),203,10,g,KÖTÖTT,R353-A
2330,354,Cukormentes étcsokoládé,34,50,g,FŐ_MAKRO,R354-A
2331,354,Növényi tej,102,50,ml,KÖTÖTT,R354-A
2332,355,Csicseriborsó,40,200,g,FŐ_MAKRO,R355-A
2333,355,Vöröshagyma,199,40,g,ÍZESÍTŐ,NULL
2334,355,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2335,355,Zabliszt,203,12,g,KÖTÖTT,R355-A
2336,355,Teljes kiőrlésű zsemlemorzsa,211,12,g,KÖTÖTT,R355-A
2337,355,Kókuszzsír,103,6,g,FŐ_MAKRO,R355-A
2338,356,Növényi tej,102,80,ml,KÖTÖTT,R356-A
2339,356,Almaecet,8,1,tk,ÍZESÍTŐ,NULL
2340,356,Zabliszt,203,60,g,FŐ_MAKRO,R356-A
2341,356,Sütőpor,170,0.5,csomag,ÍZESÍTŐ,NULL
2342,356,Kókuszzsír,103,2,ek,FŐ_MAKRO,R356-A
2343,357,Aszalt datolya,214,30,g,FŐ_MAKRO,R357-A
2344,357,Narancs,130,25,g,KIEGÉSZÍTŐ,NULL
2345,357,Narancslé,237,10,ml,KÖTÖTT,R357-A
2346,357,Zabpehely,204,5,g,FŐ_MAKRO,R357-A
2347,357,Cukrozatlan kakaópor,229,5,g,ÍZESÍTŐ,NULL
2348,357,Rumaroma,156,2.5,ml,ÍZESÍTŐ,NULL
2349,357,Kókuszreszelék,104,10,g,FŐ_MAKRO,R357-A
2350,358,Basmati rizs,18,40,g,FŐ_MAKRO,R358-A
2351,358,Csiperkegomba,77,200,g,KIEGÉSZÍTŐ,NULL
2352,358,Paprika,137,40,g,KIEGÉSZÍTŐ,NULL
2353,358,Zöldborsó,208,20,g,FŐ_MAKRO,NULL
2354,358,Articsóka (konzerv),10,40,g,KIEGÉSZÍTŐ,NULL
2355,358,Fokhagyma,67,0.5,gerezd,ÍZESÍTŐ,NULL
2356,358,Zöldség alaplé,5,100,ml,KÖTÖTT,R358-A
2357,359,Totu,184,100,g,FŐ_MAKRO,R359-A
2358,359,Vegán fehérjepor,196,15,g,FŐ_MAKRO,R359-A
2359,359,Kókuszreszelék,104,20,g,FŐ_MAKRO,R359-A
2360,359,Kókuszjoghurt,100,30,g,KÖTÖTT,R359-A
2361,360,Vöröshagyma,199,1,db,KIEGÉSZÍTŐ,NULL
2362,360,Karfiol,92,150,g,KIEGÉSZÍTŐ,NULL
2363,360,Növényi tej,102,125,ml,KÖTÖTT,R360-A
2364,360,Sörélesztőpehely,167,15,g,FŐ_MAKRO,R360-A
2365,360,Chili,27,5,g,ÍZESÍTŐ,NULL
2366,360,Zöldség alaplé,5,200,ml,KÖTÖTT,R360-A
2367,361,Cukkini,44,100,g,KIEGÉSZÍTŐ,R361-A
2368,361,Sárgarépa,160,100,g,KIEGÉSZÍTŐ,R361-A
2369,361,Zellergumó,171,30,g,KIEGÉSZÍTŐ,R361-A
2370,361,Zabliszt,203,40,g,FŐ_MAKRO,R361-A
2371,361,Útifűmaghéj,191,1,ek,KÖTÖTT,R361-A
2372,361,Fokhagyma,67,2,gerezd,ÍZESÍTŐ,NULL
2373,361,Light kókuszjoghurt,100,70,g,KÖTÖTT,R361-B
2374,361,Cukormentes mustár,37,1,tk,ÍZESÍTŐ,NULL
2375,362,Portobello gombafej,77,2,db,KIEGÉSZÍTŐ,R362-A
2376,362,Vöröshagyma,199,40,g,KIEGÉSZÍTŐ,R362-A
2377,362,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2378,362,Lágy kecskesajt,93,50,g,FŐ_MAKRO,R362-
2379,363,Teljes kiőrlésű tortilla,187,1,db,FŐ_MAKRO,R363-A
2380,363,Tojás,183,2,db,FŐ_MAKRO,R363-A
2381,363,Avokádó,13,50,g,FŐ_MAKRO,R363-A
2382,363,Paradicsom,139,50,g,KIEGÉSZÍTŐ,NULL
2383,363,Paprika,137,30,g,KIEGÉSZÍTŐ,NULL
2384,364,Virsli,264,60,g,FŐ_MAKRO,NULL
2385,364,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2386,364,Vegyes zöldsaláta,159,100,g,KIEGÉSZÍTŐ,NULL
2387,364,Paradicsom,139,50,g,KIEGÉSZÍTŐ,NULL
2388,364,Cukormentes dijoni mustár,37,1,teáskanál,ÍZESÍTŐ,NULL
2389,364,Balzsamecet,16,1,teáskanál,ÍZESÍTŐ,NULL
2390,364,Olívaolaj,132,1,evőkanál,FŐ_MAKRO,NULL
2391,365,Virsli,264,60,g,FŐ_MAKRO,NULL
2392,365,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
2393,365,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2394,365,Salátalevél,159,50,g,KIEGÉSZÍTŐ,NULL
2395,365,Cukormentes dijoni mustár,37,1,teáskanál,ÍZESÍTŐ,NULL
2396,365,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,NULL
2397,365,Víz,197,1,evőkanál,KÖTÖTT,NULL
2398,366,Virsli,264,60,g,FŐ_MAKRO,NULL
2399,366,Tojás (keményre főtt),183,1,db,FŐ_MAKRO,NULL
2400,366,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2401,366,Kígyóuborka,98,50,g,KIEGÉSZÍTŐ,NULL
2402,367,Virsli,264,60,g,FŐ_MAKRO,NULL
2403,367,Vöröshagyma,199,30,g,KIEGÉSZÍTŐ,NULL
2404,367,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2405,368,Virsli,264,60,g,FŐ_MAKRO,NULL
2406,368,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
2407,368,Avokádó,13,35,g,FŐ_MAKRO,NULL
2408,368,Cukormentes dijoni mustár,37,1,teáskanál,ÍZESÍTŐ,NULL
2409,368,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,NULL
2410,369,Virsli,264,60,g,FŐ_MAKRO,NULL
2411,369,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
2412,369,Paradicsom,139,150,g,KIEGÉSZÍTŐ,NULL
2413,369,Lilahagyma,115,20,g,KIEGÉSZÍTŐ,NULL
2414,369,Cukormentes dijoni mustár,37,1,teáskanál,ÍZESÍTŐ,NULL
2415,369,Olívaolaj,132,1,evőkanál,FŐ_MAKRO,NULL
2416,369,Víz,197,1,evőkanál,KÖTÖTT,NULL
2417,370,Virsli,264,60,g,FŐ_MAKRO,NULL
